OTU.ID,MO100E,MO100S,MO87E,MO87S,MO98E,MO98S,MO99E,MO99S,Taxonomy,taxon,guid,mbNumber,taxonomicLevel,trophicMode,guild,confidenceRanking,growthForm,trait,notes,citationSource
ASV2010,0,0,0,0,0,0,0,37,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2011,0,0,0,0,0,0,0,37,Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_ord_Incertae_sedis;Sordariomycetes_fam_Incertae_sedis;Distoseptispora;Distoseptispora_sp;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2014,0,0,0,0,0,0,0,37,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2015,36,0,0,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;Sordariomycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2016,19,0,0,17,0,0,0,0,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Omphalotaceae;Gymnopus;Gymnopus_subcyathiformis;,Omphalotaceae,78880629-B2DA-4EE9-B0E8-1DF58A0F98B9,81085,9,Saprotroph,Wood Saprotroph,Probable,Agaricoid,White Rot,"Saprobic, causing white rots of dead wood (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV2017,23,0,0,0,0,13,0,0,Fungi;Basidiomycota;Agaricomycetes;Agaricomycetes_unclassified;Agaricomycetes_unclassified;Agaricomycetes_unclassified;Agaricomycetes_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2018,36,0,0,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Rosellinia;Rosellinia_unclassified;,Xylariaceae,1CB1ABFB-36B9-11D5-9548-00D0592D548C,81528,9,Pathotroph-Saprotroph-Symbiotroph,Dung Saprotroph-Endophyte-Plant Pathogen-Undefined Saprotroph,Probable,Xylarioid,NULL,"Saprobes or weak pathogens, many endophytes, mainly in wood and bark, occasionally in soil and dung (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV2019,19,0,0,0,0,17,0,0,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Tetraplosphaeriaceae;Tetraplosphaeria;Tetraplosphaeria_sasicola;,Tetraplosphaeria,790B9537-4011-4F56-BCB8-5405D0FCBE5B,515254,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ASV202,0,0,0,62,77,22,139,291,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Clonostachys;Clonostachys_rosea;,Bionectriaceae,1CB1CCCB-36B9-11D5-9548-00D0592D548C,82088,9,Pathotroph-Saprotroph,Algal Parasite-Bryophyte Parasite-Fungal Parasite-Undefined Saprotroph,Probable,Microfungus,NULL,"Associated with plant material, especially on wood and herbaceous debris, or with algae, bryophyte or other fungi, rarely pathogenic (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV2020,36,0,0,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_fam_Incertae_sedis;Gliocladium;Gliocladium_sp;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2021,22,0,0,0,14,0,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2022,15,0,0,0,0,21,0,0,Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_unclassified;Helotiales_unclassified;Helotiales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2023,25,0,0,0,0,11,0,0,Fungi;Basidiomycota;Agaricomycetes;Russulales;Peniophoraceae;Peniophoraceae_unclassified;Peniophoraceae_unclassified;,Peniophoraceae,1CB1CD8B-36B9-11D5-9548-00D0592D548C,81123,9,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,Probable,Corticioid,White Rot,"Most species are saprobic, causing rots of standing and fallen wood. Many species are adapted to xeric conditions, being able to grow on rapidly drying dead attached branches (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV2028,0,36,0,0,0,0,0,0,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Tremellales_unclassified;Tremellales_unclassified;Tremellales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2029,0,36,0,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Diaporthales;Diaporthaceae;Diaporthe;Diaporthe_schini;,Diaporthaceae,1CB186D0-36B9-11D5-9548-00D0592D548C,80691,9,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Plant Pathogen-Plant Saprotroph,Probable,Microfungus,NULL,"Most species are weak pathogens or endophytes in leaf or stem tissue, growing saprobically after the plant dies (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV203,19,0,0,465,76,14,0,0,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Mycosphaerellaceae_unclassified;Mycosphaerellaceae_unclassified;,Mycosphaerellaceae,1CB1CD75-36B9-11D5-9548-00D0592D548C,81043,9,Pathotroph-Saprotroph,Plant Pathogen-Undefined Saprotroph,Probable,Microfungus,NULL,"Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV2030,0,36,0,0,0,0,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2032,0,27,0,0,0,0,0,9,Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Daldinia;Daldinia_loculata;,Xylariaceae,1CB1ABFB-36B9-11D5-9548-00D0592D548C,81528,9,Pathotroph-Saprotroph-Symbiotroph,Dung Saprotroph-Endophyte-Plant Pathogen-Undefined Saprotroph,Probable,Xylarioid,NULL,"Saprobes or weak pathogens, many endophytes, mainly in wood and bark, occasionally in soil and dung (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV2034,0,36,0,0,0,0,0,0,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium_cinerascens;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2036,0,36,0,0,0,0,0,0,Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus_unclassified;,Glomeraceae,1CB1CD2A-36B9-11D5-9548-00D0592D548C,82026,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
ASV2038,0,0,36,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_fam_Incertae_sedis;Acremonium;Acremonium_cavaraeanum;,Acremonium cavaraeanum,91CD4CD1-35F6-47DC-9071-1A0C1721EDFE,308132,20,Symbiotroph,Endophyte,Probable,Microfungus,NULL,Endophyte detection method-culture (David et al. 2016),"David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6))"
ASV2039,0,0,0,36,0,0,0,0,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Coprinus;Coprinus_cordisporus;,Agaricaceae,1CB1CCAB-36B9-11D5-9548-00D0592D548C,80434,9,Saprotroph,Undefined Saprotroph,Probable,Agaricoid-Gasteroid-Secotioid,NULL,Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV204,0,569,0,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Gibberella;Gibberella_intricans;,Nectriaceae,1CB1CD7A-36B9-11D5-9548-00D0592D548C,81059,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph,Possible,Microfungus,NULL,Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))"
ASV2040,0,0,0,36,0,0,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2042,0,0,0,27,0,9,0,0,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces_unclassified;,Talaromyces,1CB1CBD6-36B9-11D5-9548-00D0592D548C,5347,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ASV2043,0,0,0,12,0,10,0,14,Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariales_fam_Incertae_sedis;Castanediella;Castanediella_sp;,Castanediella,772A84A0-A6BC-4190-8943-1D09465BC50D,811878,13,Pathotroph,Plant Pathogen,Probable,Micofungus,NULL,NULL,"Crous PW, et al. 2015. Persoonia 34:167-266 ((https://doi.org/10.3767/003158515X688433))"
ASV2045,0,0,0,32,0,0,0,4,Fungi;Ascomycota;Sordariomycetes;Branch06;unidentified;unidentified;Branch06_sp;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2046,0,0,0,36,0,0,0,0,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2048,0,0,0,0,36,0,0,0,Fungi;Ascomycota;Lecanoromycetes;Ostropales;Graphidaceae;Platygramme;Platygramme_sp;,Platygramme,ECC4EB58-B942-4BF3-AAE5-61149E428DDC,4172,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))
ASV2049,0,0,0,0,32,0,4,0,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Melanophyllum;Melanophyllum_unclassified;,Agaricaceae,1CB1CCAB-36B9-11D5-9548-00D0592D548C,80434,9,Saprotroph,Undefined Saprotroph,Probable,Agaricoid-Gasteroid-Secotioid,NULL,Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV2051,0,0,0,0,0,36,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2052,0,0,0,0,0,36,0,0,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Capnodiaceae;Leptoxyphium;Leptoxyphium_madagascariense;,Capnodiaceae,4FADA5B0-E551-4B7E-8461-E6C938A95813,91154,9,Saprotroph,Undefined Saprotroph,Probable,Microfungus,NULL,"Most species are apparently saprobic, usually on insect exudates on leaves and branches (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV2053,0,0,0,0,0,36,0,0,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Mycosphaerellaceae_unclassified;Mycosphaerellaceae_unclassified;,Mycosphaerellaceae,1CB1CD75-36B9-11D5-9548-00D0592D548C,81043,9,Pathotroph-Saprotroph,Plant Pathogen-Undefined Saprotroph,Probable,Microfungus,NULL,"Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV2054,0,0,0,0,0,36,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2055,0,0,0,0,0,36,0,0,Fungi;Ascomycota;Dothideomycetes;Venturiales;Sympoventuriaceae;unidentified;Sympoventuriaceae_sp;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2056,0,0,0,0,0,0,36,0,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Tetrapyrgos;Tetrapyrgos_unclassified;,Marasmiaceae,FD8F4798-F0FB-492E-B5E9-971374378CD8,80977,9,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Plant Pathogen-Undefined Saprotroph,Probable,Agaricoid,NULL,"Species in Moniliophthora are devastating pathogens of tree crops, causing witches broom disease; Saprobic on litter and dead wood, or parasitic on woody plants - often one of the most prominent fungal components of tropical forests, playing a major role in nutrient cycling (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6))"
ASV2057,0,0,0,0,0,0,36,0,Fungi;Glomeromycota;Archaeosporomycetes;Archaeosporales;unidentified;unidentified;Archaeosporales_sp;,Archaeosporales,64BBE924-6C3D-42EE-B858-765FDB647855,90525,7,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
ASV2058,0,0,0,0,0,0,36,0,Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Dominikia;Dominikia_aurea;,Glomeraceae,1CB1CD2A-36B9-11D5-9548-00D0592D548C,82026,9,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
ASV2059,35,0,0,0,0,0,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV206,214,0,231,0,0,121,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2061,35,0,0,0,0,0,0,0,Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmeliaceae_unclassified;Parmeliaceae_unclassified;,Parmeliaceae,84A192C8-75FF-4D2C-98DF-21905DE1FC50,816377,9,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,"Lichenized with green algae, mostly growing on tree bark and rocks (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV2062,35,0,0,0,0,0,0,0,Fungi;Chytridiomycota;Chytridiomycota_unclassified;Chytridiomycota_unclassified;Chytridiomycota_unclassified;Chytridiomycota_unclassified;Chytridiomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2066,10,0,0,0,0,25,0,0,Fungi;Ascomycota;Sordariomycetes;Diaporthales;Cryphonectriaceae;Amphilogia;Amphilogia_sp;,Cryphonectriaceae,33B871A1-0148-4863-8FF0-83B08A8EDA61,510585,9,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,"Chestnut blight fungus, Cryphonectria parasitica (Milgroom & Cortesi 2004); Many species are parasitic on woody dicotyledonous plants, causing cankers and wilt due to disruption of cambial tissues. Species on plants in their native ecosystems are not necessarily agressive pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Milgroom MG, Cortesi P. 2004. Annual Review of Phytopathology 423:11-138 ((https://doi.org/10.1146/annurev.phyto.42.040803.140325))"
ASV2067,0,35,0,0,0,0,0,0,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_fam_Incertae_sedis;Acremonium;Acremonium_hyalinulum;,Acremonium hyalinulum,E4332D7D-E38B-49E8-BC8F-B77D2A977C1F,308158,20,Pathotroph,Animal Pathogen,Probable,Microfungus,NULL,Likely opportunistic human pathogen (Irinyi et al. 2015),"Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))"
ASV2068,0,35,0,0,0,0,0,0,Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;Powellomycetaceae;Powellomyces;Powellomyces_sp;,Powellomyces,4E5EBAEB-AB0E-43E5-B41C-20F1DE51A60B,27628,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ASV2069,0,35,0,0,0,0,0,0,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Clitopilus;Clitopilus_hobsonii;,Entolomataceae,1CB1895F-36B9-11D5-9548-00D0592D548C,81675,9,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph,Possible,Agaricoid,NULL,"Saprobic or ectomycorrhizal, in both broadleaved and coniferous forests; a few species associated with other substrata such as dung and mosses (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); List compiled by John Plischke III ((http://home.comcast.net/~grifola/fungionfungi.pdf))"
ASV207,0,561,0,0,0,0,0,0,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Periconiaceae;Periconia;Periconia_prolifica;,Periconia prolifica,52A10F0B-9175-4FD9-8B8B-FE1E089545A7,335831,20,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,Possible,Microfungus,NULL,"Endophyte Host - Caryphyllaceae, Convolvulaceae (Costa et al. 2012)","Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))"
ASV2070,0,35,0,0,0,0,0,0,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hygrophoraceae;Hygrocybe;Hygrocybe_unclassified;,Hygrophoraceae,1CB1CD3B-36B9-11D5-9548-00D0592D548C,80877,9,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Agaricoid,NULL,"Ectomycorrhizal or saprobic, on the ground in woods, fields and moorland (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV2073,0,8,0,0,0,27,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2074,0,35,0,0,0,0,0,0,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Chaetothyriales_fam_Incertae_sedis;Strelitziana;Strelitziana_unclassified;,Strelitziana,7C22DB3A-ECE0-41B7-80C1-9BE6D4402D10,501009,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ASV2075,0,5,0,0,0,0,30,0,Fungi;Ascomycota;Leotiomycetes;Helotiales;Leotiaceae;Alatospora;Alatospora_unclassified;,Alatospora,1CB1CEF9-36B9-11D5-9548-00D0592D548C,7085,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ASV2076,0,35,0,0,0,0,0,0,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria_terricola;,Pleosporaceae,1CB1CDA2-36B9-11D5-9548-00D0592D548C,81188,9,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Probable,Microfungus,NULL,"Necrotrophic pathogens and saprobes, especially associated with grasses. Many species are seed-borne (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))"
ASV2077,0,35,0,0,0,0,0,0,Fungi;Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Dothiorella;Dothiorella_unclassified;,Botryosphaeriaceae,1CB1CCD2-36B9-11D5-9548-00D0592D548C,80530,9,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Plant Pathogen-Wood Saprotroph,Probable,Microfungus,NULL,"Biotrophic, necrotrophic, or saprobic, especially associated with woody tissue (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV2078,0,0,35,0,0,0,0,0,Fungi;Ascomycota;Geoglossomycetes;Geoglossales;Geoglossaceae;Geoglossum;Geoglossum_sp;,Geoglossaceae,1CB18B24-36B9-11D5-9548-00D0592D548C,80796,9,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,"Probably saprobic on soil or rotten vegetation, especially in grassland ecosystems; little is known (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV2079,0,0,35,0,0,0,0,0,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Morosphaeriaceae;Acrocalymma;Acrocalymma_sp;,Acrocalymma,1CB1C441-36B9-11D5-9548-00D0592D548C,11008,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
ASV208,0,0,284,48,31,0,198,0,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2080,0,0,35,0,0,0,0,0,Fungi;Ascomycota;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;Ascomycota_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2081,0,0,0,35,0,0,0,0,Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella_unclassified;,Mortierellaceae,3BD31551-4295-4664-858B-8E44073A293E,816415,9,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Possible,Microfungus,NULL,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
ASV2084,0,0,0,35,0,0,0,0,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Chaetothyriales_unclassified;Chaetothyriales_unclassified;Chaetothyriales_unclassified;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV2085,0,0,0,6,0,29,0,0,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma_unclassified;,Trichoderma,1CB1CC28-36B9-11D5-9548-00D0592D548C,10282,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Probable,Microfungus,Soft Rot,Cause of soft-rot (Seehann et al. 1975); Likely opportunistic human pathogen (Irinyi et al. 2015); Endophyte detection method-culture (Busby et al. 2016),"Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Andrews JH, et al. 1983. Phytopathology 73228-234; Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))"
ASV2087,0,0,0,0,35,0,0,0,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Waitea;Waitea_circinata_var._circinata;,Ceratobasidiaceae,1CB1CCDC-36B9-11D5-9548-00D0592D548C,80572,9,Pathotroph-Saprotroph-Symbiotroph,Endomycorrhizal-Plant Pathogen-Undefined Saprotroph,Possible,Microfungus,NULL,"Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
ASV2089,0,0,0,0,0,35,0,0,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora_sp;,Herpotrichiellaceae,1CB1CD37-36B9-11D5-9548-00D0592D548C,80856,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Probable,Facultative Yeast-Microfungus,NULL,"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)"
